Date,Open,High,Low,Close,Adj Close,Volume
2021-07-27,663.400024,666.500000,627.239990,644.780029,644.780029,32813300
2021-07-28,647.000000,654.969971,639.400024,646.979980,646.979980,16006600
2021-07-29,649.789978,683.690002,648.799988,677.349976,677.349976,30394600
2021-07-30,671.760010,697.530029,669.000000,687.200012,687.200012,29600500
2021-08-02,700.000000,726.940002,698.400024,709.669983,709.669983,33615800
2021-08-03,719.000000,722.650024,701.010010,709.739990,709.739990,21620300
2021-08-04,711.000000,724.900024,708.929993,710.919983,710.919983,17002600
2021-08-05,716.000000,720.950012,711.409973,714.630005,714.630005,12919600
2021-08-06,711.900024,716.330017,697.630005,699.099976,699.099976,15576200
2021-08-09,710.169983,719.030029,705.130005,713.760010,713.760010,14715300
2021-08-10,713.989990,716.590027,701.880005,709.989990,709.989990,13432300
2021-08-11,712.710022,715.179993,704.210022,707.820007,707.820007,9800600
2021-08-12,706.340027,722.799988,699.400024,722.250000,722.250000,17459100
2021-08-13,723.710022,729.900024,714.340027,717.169983,717.169983,16698900
2021-08-16,705.070007,709.500000,676.400024,686.169983,686.169983,22677400
2021-08-17,672.659973,674.580017,648.840027,665.710022,665.710022,23721300
2021-08-18,669.750000,695.770020,669.349976,688.989990,688.989990,20349400
2021-08-19,678.210022,686.549988,667.590027,673.469971,673.469971,14313500
2021-08-20,682.849976,692.130005,673.700012,680.260010,680.260010,14781800
2021-08-23,685.440002,712.130005,680.750000,706.299988,706.299988,20264900
2021-08-24,710.679993,715.219971,702.640015,708.489990,708.489990,13083100
2021-08-25,707.030029,716.969971,704.000000,711.200012,711.200012,12645600
2021-08-26,708.309998,715.400024,697.619995,701.159973,701.159973,13214300
2021-08-27,705.000000,715.000000,702.099976,711.919983,711.919983,13762100
2021-08-30,714.719971,731.000000,712.729980,730.909973,730.909973,18604200
2021-08-31,733.000000,740.390015,726.440002,735.719971,735.719971,20855400
2021-09-01,734.080017,741.989990,731.270020,734.090027,734.090027,13204300
2021-09-02,734.500000,740.969971,730.539978,732.390015,732.390015,12777300
2021-09-03,732.250000,734.000000,724.200012,733.570007,733.570007,15246100
2021-09-07,740.000000,760.200012,739.260010,752.919983,752.919983,20039800
2021-09-08,761.580017,764.450012,740.770020,753.869995,753.869995,18793000
2021-09-09,753.409973,762.099976,751.630005,754.859985,754.859985,14077700
2021-09-10,759.599976,762.609985,734.520020,736.270020,736.270020,15114300
2021-09-13,740.210022,744.780029,708.849976,743.000000,743.000000,22952500
2021-09-14,742.570007,754.469971,736.400024,744.489990,744.489990,18524900
2021-09-15,745.000000,756.859985,738.359985,755.830017,755.830017,15357700
2021-09-16,752.830017,758.909973,747.609985,756.989990,756.989990,13923400
2021-09-17,757.150024,761.039978,750.000000,759.489990,759.489990,28204200
2021-09-20,734.559998,742.000000,718.619995,730.169983,730.169983,24757700
2021-09-21,734.789978,744.739990,730.440002,739.380005,739.380005,16330700
2021-09-22,743.530029,753.669983,739.119995,751.940002,751.940002,15126300
2021-09-23,755.000000,758.200012,747.919983,753.640015,753.640015,11947500
2021-09-24,745.890015,774.799988,744.559998,774.390015,774.390015,21373000
2021-09-27,773.119995,799.000000,769.309998,791.359985,791.359985,28070700
2021-09-28,787.200012,795.640015,766.179993,777.559998,777.559998,25381400
2021-09-29,779.799988,793.500000,770.679993,781.309998,781.309998,20942900
2021-09-30,781.000000,789.130005,775.000000,775.479980,775.479980,17956000
2021-10-01,778.400024,780.780029,763.590027,775.219971,775.219971,17031400
2021-10-04,796.500000,806.969971,776.119995,781.530029,781.530029,30483300
2021-10-05,784.799988,797.309998,774.200012,780.590027,780.590027,18432600
2021-10-06,776.200012,786.659973,773.219971,782.750000,782.750000,14632800
2021-10-07,785.460022,805.000000,783.380005,793.609985,793.609985,19195800
2021-10-08,796.210022,796.380005,780.909973,785.489990,785.489990,16711100
2021-10-11,787.650024,801.239990,785.500000,791.940002,791.940002,14200300
2021-10-12,800.929993,812.320007,796.570007,805.719971,805.719971,22020000
2021-10-13,810.469971,815.409973,805.780029,811.080017,811.080017,14120100
2021-10-14,815.489990,820.250000,813.349976,818.320007,818.320007,12247200
2021-10-15,823.739990,843.210022,822.349976,843.030029,843.030029,18818000
2021-10-18,851.789978,875.260010,851.469971,870.109985,870.109985,24207200
2021-10-19,877.530029,877.950012,862.510010,864.270020,864.270020,17381100
2021-10-20,865.349976,869.489990,857.380005,865.799988,865.799988,14032100
2021-10-21,856.000000,900.000000,855.500000,894.000000,894.000000,31481500
2021-10-22,895.500000,910.000000,890.960022,909.679993,909.679993,22880800
2021-10-25,950.530029,1045.020020,944.200012,1024.859985,1024.859985,62852100
2021-10-26,1024.689941,1094.939941,1001.440002,1018.429993,1018.429993,62415000
2021-10-27,1039.660034,1070.880005,1030.780029,1037.859985,1037.859985,38526500
2021-10-28,1068.310059,1081.000000,1054.199951,1077.040039,1077.040039,27213200
2021-10-29,1081.859985,1115.209961,1073.209961,1114.000000,1114.000000,29918400
2021-11-01,1145.000000,1209.750000,1118.660034,1208.589966,1208.589966,56048700
2021-11-02,1159.359985,1208.589966,1146.000000,1172.000000,1172.000000,42737800
2021-11-03,1177.329956,1215.390015,1152.619995,1213.859985,1213.859985,34628500
2021-11-04,1234.410034,1243.489990,1217.000000,1229.910034,1229.910034,25397400
2021-11-05,1228.000000,1239.869995,1208.000000,1222.089966,1222.089966,21579900
2021-11-08,1149.790039,1197.000000,1133.000000,1162.939941,1162.939941,33445700
2021-11-09,1173.599976,1174.500000,1011.520020,1023.500000,1023.500000,59105800
2021-11-10,1010.409973,1078.099976,987.309998,1067.949951,1067.949951,42802700
2021-11-11,1102.770020,1104.969971,1054.680054,1063.510010,1063.510010,22396600
2021-11-12,1047.500000,1054.500000,1019.200012,1033.420044,1033.420044,25182300
2021-11-15,1017.630005,1031.979980,978.599976,1013.390015,1013.390015,34775600
2021-11-16,1003.309998,1057.199951,1002.179993,1054.729980,1054.729980,26542400
2021-11-17,1063.510010,1119.640015,1055.500000,1089.010010,1089.010010,31445400
2021-11-18,1106.550049,1112.000000,1075.020020,1096.380005,1096.380005,20898900
2021-11-19,1098.869995,1138.719971,1092.699951,1137.060059,1137.060059,21642300
2021-11-22,1162.329956,1201.949951,1132.430054,1156.869995,1156.869995,33072500
2021-11-23,1167.510010,1180.500000,1062.699951,1109.030029,1109.030029,36171700
2021-11-24,1080.390015,1132.770020,1062.000000,1116.000000,1116.000000,22560200
2021-11-26,1099.469971,1108.780029,1081.000000,1081.920044,1081.920044,11680900
2021-11-29,1100.989990,1142.670044,1100.189941,1136.989990,1136.989990,19464500
2021-11-30,1144.369995,1168.000000,1118.000000,1144.760010,1144.760010,27092000
2021-12-01,1160.699951,1172.839966,1090.760010,1095.000000,1095.000000,22816800
2021-12-02,1099.060059,1113.000000,1056.650024,1084.599976,1084.599976,24371600
2021-12-03,1084.790039,1090.579956,1000.210022,1014.969971,1014.969971,30696300
2021-12-06,1001.510010,1021.640015,950.500000,1009.010010,1009.010010,27221000
2021-12-07,1044.199951,1057.670044,1026.810059,1051.750000,1051.750000,18694900
2021-12-08,1052.709961,1072.380005,1033.000000,1068.959961,1068.959961,13968800
2021-12-09,1060.640015,1062.489990,1002.359985,1003.799988,1003.799988,19812800
2021-12-10,1008.750000,1020.979980,982.530029,1017.030029,1017.030029,19855000
2021-12-13,1001.090027,1005.000000,951.419983,966.409973,966.409973,26063600
